Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,164982878,3.976959774,2 female,65,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,no,,,,no,no
India,IND,207220575,0.542928808,2 female,35,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,(dk),(dk),no,yes,no,yes,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,169141638,0.872464183,1 male,48,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,204002171,0.266863681,2 female,52,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,2 somewhat possible,"2 family, relatives, or friends",(dk),,,,,(dk),,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,149751549,1.680216054,2 female,19,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,195786708,0.471899797,1 male,31,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,210723380,1.120649216,2 female,40,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,198057612,0.700470588,1 male,45,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,190498399,0.494550997,2 female,28,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,137437358,0.168108725,2 female,52,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,124664610,0.821310776,2 female,33,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
India,IND,193467327,0.400295521,2 female,47,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,122073245,3.869584931,1 male,65,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,5 (do not need to get cash),no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,127828564,1.049032599,2 female,35,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,no,yes,,,,,,,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,189667608,1.409458604,2 female,16,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,168851536,1.126229589,2 female,60,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,205942203,2.31619461,2 female,15,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,(dk),yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,yes,yes,yes,no,yes,no,,,,yes,yes,no,no,no,,,,,,,yes,yes,no,no,,,no,,,,no,no
India,IND,123592650,0.352364651,2 female,24,completed primary or less,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,yes,no,yes,no,1 all of the money right away,1 you had this account before you began receiving payments from the government.,yes,yes,no,no,yes,yes
India,IND,164472567,3.869584931,1 male,65,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,189086820,2.228841233,1 male,26,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,135591834,0.252064393,1 male,62,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,143654821,0.675737753,2 female,70,completed primary or less,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,174296190,1.041241383,1 male,42,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,150593380,0.596194681,1 male,57,completed primary or less,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,167192198,3.503597963,2 female,26,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,5 (do not need to get cash),no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,210521900,0.507536488,1 male,45,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",(dk),,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,205111274,2.027980262,1 male,39,secondary,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,194112188,0.532762348,2 female,65,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",(dk),,,,,(dk),,,,,yes,yes,no,no,no,,,,no,,,,,,,yes,yes,no,no,,,no,,,,yes,yes
India,IND,178478544,4.052691338,2 female,18,secondary,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,154627598,1.331905871,2 female,60,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,yes,yes,no,no,,,no,,,,yes,yes
India,IND,116197116,0.532762348,2 female,55,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,203144388,3.920747172,1 male,30,secondary,3 middle 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,115895616,0.228375692,2 female,45,completed primary or less,4 fourth 20%,yes,yes,yes,no,,,no,,no,no,yes,yes,yes,yes,no,no,no,,,,,,,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,yes,yes,1 all of the money right away,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,no
India,IND,155230783,0.721748049,2 female,33,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,yes,yes,yes,no,yes,yes,yes,,,,,,,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,141769088,0.605761203,1 male,28,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,(dk),no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,yes,no,no,(dk),5 (dk),,yes,yes,yes,no,yes,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,146754921,0.939270488,1 male,19,completed primary or less,2 second 20%,yes,yes,yes,yes,(dk),(dk),no,,,,,,,,,,,no,,no,,6 (dk),yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,yes,yes,yes
India,IND,138783183,0.511133617,1 male,50,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,(dk),(dk),no,yes,no,no,no,no,no,no,(dk),1 very possible,1 savings,yes,yes,no,no,no,no,,,,,no,,,,no,,,,yes,no,yes,yes,no,2 over time as needed,4 (dk),no,,,,,,no,,,,no,no
India,IND,115942940,1.049170613,2 female,21,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,yes,yes,yes,yes,yes,no,yes,,,,,,,no,no,no,no,yes,no,no,yes,no,no,no,no,(dk),no,5 (dk),,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,207438981,0.400446791,1 male,21,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,yes,yes,no,no,yes,no,no,no,yes,,,,,,,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,1 very possible,1 savings,yes,yes,no,yes,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,146287938,0.312350905,2 female,40,completed primary or less,4 fourth 20%,yes,yes,no,yes,no,(dk),no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,209603638,0.312350905,2 female,38,completed primary or less,5 richest 20%,yes,yes,yes,yes,no,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,yes,no,yes,no,,,,,no,,,,yes,no,yes,yes,no,,,,,,,yes,no,yes,yes,1 all of the money right away,4 (dk),no,,,,yes,no
India,IND,143508273,1.049170613,2 female,21,completed primary or less,3 middle 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,yes,no,yes,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,186400507,0.403679168,1 male,35,secondary,3 middle 20%,yes,yes,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,yes,no,yes,yes,no,no,(dk),,,,,,,no,,,,,,no,,,,no,no
India,IND,111936668,0.986683792,1 male,60,secondary,5 richest 20%,yes,yes,no,(dk),,,(dk),,,,,,,,,,,(dk),,(dk),,2 you get it over the counter in a branch of your financial institution,no,(dk),(ref),(dk),(dk),yes,yes,(dk),(dk),(dk),(dk),(ref),(dk),(dk),no,2 somewhat possible,"2 family, relatives, or friends",(dk),,,,,(dk),,,,,yes,yes,yes,(dk),(dk),,,,(dk),,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,192844018,0.939270488,1 male,23,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,no,no,no,no,yes,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,(dk),no,no,no,2 somewhat possible,1 savings,no,,,,,yes,yes,yes,no,no,yes,(dk),yes,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,160651875,0.300210084,1 male,60,completed primary or less,5 richest 20%,yes,yes,no,yes,yes,yes,yes,no,,,,,,,,,,no,,no,,1 you get it at an atm,(dk),(dk),(dk),(dk),(dk),yes,no,(dk),(dk),no,no,no,no,no,(dk),5 (dk),,(dk),,,,,(dk),,,,,yes,yes,yes,no,yes,yes,(dk),no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,201848037,0.342563539,2 female,50,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,(dk),(dk),(dk),(dk),(dk),(dk),(dk),(dk),no,no,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",(dk),,,,,no,,,,,yes,yes,yes,no,yes,yes,yes,no,(dk),,,,,,,no,,,,,,yes,(dk),no,no,no,yes
India,IND,143376718,0.255566809,1 male,52,completed primary or less,5 richest 20%,no,no,no,no,,,no,,(dk),yes,(dk),(dk),(dk),(dk),no,(dk),(dk),,,,,,,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,(dk),(dk),(dk),,,,,,,(dk),,,,,,no,,,,no,yes
India,IND,147515331,0.360874024,2 female,25,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,no,no,no,no,yes,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,yes,no,no,,,,no,,,,,,,(dk),,,,,,(dk),,,,no,no
India,IND,170555048,1.78866483,1 male,35,completed primary or less,5 richest 20%,no,no,no,(dk),,,(dk),,(dk),(dk),(dk),(dk),(dk),(dk),(dk),(dk),(dk),,,,,,,no,no,(ref),(dk),(dk),(dk),(dk),(dk),(dk),(dk),(dk),no,no,no,3 not very possible,1 savings,yes,yes,yes,no,no,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,203257329,0.168108725,2 female,50,completed tertiary or more,5 richest 20%,no,no,no,no,,,(dk),,(dk),no,(dk),(dk),(dk),(dk),(dk),(dk),no,,,,,,,no,no,no,no,no,no,no,no,(dk),(dk),(dk),(dk),(dk),(dk),5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,188164990,0.255981991,1 male,55,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,yes,(dk),no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,yes,no,yes,yes,no,(dk),yes,yes,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,165535974,0.450315127,1 male,61,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,128108556,0.403840802,1 male,28,completed primary or less,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,yes,3 money is not taken out in a typical month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,164162102,0.228746701,2 female,55,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,(dk),no,yes,yes,no,no,no,,,,,,,yes,yes,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,yes
India,IND,189069522,0.326873599,1 male,50,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,111170611,0.511133617,1 male,45,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,206656966,0.300210084,1 male,60,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,189874159,3.087048087,1 male,19,secondary,4 fourth 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,146383025,0.468526357,2 female,37,completed primary or less,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,168700924,0.228375692,2 female,50,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,194683194,0.402403698,2 female,60,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
